,source,dermamnist
0,bloodmnist,0.6932305055698372
1,breastmnist,0.6984861468151957
2,octmnist,0.6858611825192802
3,organamnist,0.6809483004855756
4,organcmnist,0.6866609540131391
5,organsmnist,0.6888888888888888
6,pathmnist,0.6947729220222794
7,pneumoniamnist,0.6811768066266781
8,retinamnist,0.68808911739503
9,tissuemnist,0.6891745215652672
