,source,dermamnist
0,bloodmnist,0.6738505747126436
1,breastmnist,0.671551724137931
2,octmnist,0.685919540229885
3,organamnist,0.6850574712643679
4,organcmnist,0.706896551724138
5,organsmnist,0.6698275862068965
6,pathmnist,0.6747126436781609
7,pneumoniamnist,0.6856321839080459
8,retinamnist,0.6545977011494253
9,tissuemnist,0.6718390804597701
