Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,epochs,file,letter,listeners,lr,manual,max_epoch,max_time,model,momentum,params,source_flag,target_flag,wd,workload,workload_listener,SMI - GPU Util,SMI - Mem Used,SMI - Mem Util,SMI - Performance State,SMI - Power Draw,SMI - Timestamp,TOP - CPU Utilization,TOP - Memory Usage GB,TOP - Memory Utilization,TOP - Swap Memory GB,stopped_at,test_acc,test_auc,test_loss,val_acc,val_auc,val_loss
2024-08-26 08:54:52,16.2min,692dd86097894cd7b7c419019c94dd62,(240 0_G) redolent-tern-622,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_G,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",pneumoniamnist,dermamnist,0.0,240,'',1,15814,0.06,0,208.36,1724656264.627,1794.5,11.3526,4.699999999999999,2.048,55,0.6673316708229426,0.518397047477595,1.6347754374146461,0.6685714285714286,0.5595298017140207,1.5864458680152893
2024-08-26 08:54:49,29.1min,265ec949b80a41b3abd0e4cffe7b68a8,(240 0_F) dazzling-fly-778,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_F,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",organsmnist,dermamnist,0.0,240,'',0.92,6795,0.11,0,72.46,1724657033.006,1514.8,8.6782,3.0999999999999996,2.048,199,0.4982543640897756,0.5073679399156056,1.6038584932684898,0.5257142857142857,0.578034341423485,1.5995872020721436
2024-08-26 08:54:46,15.6min,50b4f085467146e4aae52d32e8a9d514,(240 0_E) welcoming-robin-533,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_E,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",organcmnist,dermamnist,0.0,240,'',1,29345,0.08,0,203.12,1724656218.327,1973.5000000000002,15.995899999999999,5.699999999999999,2.048,50,0.04937655860349127,0.5370114183246778,2.014499895274639,0.045714285714285714,0.5436083685675308,2.040898084640503
2024-08-26 08:54:43,15.5min,70983238a1d34834a1155bbefdc7840b,(240 0_D) whimsical-newt-217,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_D,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",organamnist,dermamnist,0.0,240,'',1,33854,0.07,0,204.39,1724656212.274,2010.8999999999999,17.2167,7.9,2.048,50,0.04488778054862843,0.4928188476300522,3.1159728467464447,0.02857142857142857,0.524755611472546,3.171823740005493
2024-08-26 08:54:40,19.9min,ce95e6a6a82f45359065b57b8250eb82,(240 0_C) fearless-donkey-909,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_C,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",chestmnist,dermamnist,0.0,240,'',1,11305,0.08,0,224.54,1724656471.108,1956.7000000000003,10.319700000000001,3.6999999999999993,2.048,87,0.0798004987531172,0.5014333617433342,1.9264154434204102,0.09142857142857143,0.5486663459637139,1.9221062064170837
2024-08-26 08:54:37,15.8min,14845c8c8d66403884b05e4cb83e58a5,(240 0_B) sedate-shark-370,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_B,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",bloodmnist,dermamnist,0.0,240,'',1,24833,0.09,0,193.16,1724656225.357,2157.7999999999997,14.5692,5.8,2.048,51,0.34364089775561096,0.5910378914725313,1.8018741384148598,0.32571428571428573,0.5919814897804477,1.8100022673606873
2024-08-26 08:54:34,16.1min,63d7ca352f2c422eae95c22996a2d98c,(240 0_A) big-koi-351,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_A,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",breastmnist,dermamnist,0.0,240,'',1,20324,0.08,0,204,1724656241.454,1875.1999999999996,12.5837,4.8,2.048,53,0.5930174563591022,0.4885778305489165,1.6886437758803368,0.6285714285714286,0.5386143445858177,1.662848174571991
2024-08-26 08:25:05,16.1min,9c52f75f73f846d3a99e645746d81c4f,(239 0_G) nosy-sponge-56,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_G,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",pneumoniamnist,dermamnist,1e-06,239,'',1,15818,0.1,0,215.67,1724654472.494,1500.2,11.844899999999999,2.8999999999999995,2.048,55,0.6673316708229426,0.5183963182648968,1.6347754001617432,0.6685714285714286,0.5595298017140207,1.5864458680152893
2024-08-26 08:25:02,29.4min,dba994d32a524e55a541e586fea55e96,(239 0_F) thoughtful-fawn-792,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_F,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",organsmnist,dermamnist,1e-06,239,'',0.81,6795,0.06,0,181.7,1724655263.983,1441.6,8.0764,3.0999999999999996,2.048,199,0.4982543640897756,0.5073684864128929,1.6038584485650063,0.5257142857142857,0.578034341423485,1.5995872020721436
2024-08-26 08:24:59,15.6min,48cd3ae20c164a7485185ac5d1de63c2,(239 0_E) charming-jay-801,PROJECT,/home/doju/projects/similarity,doju,FINISHED,128,200,fine-tuning.py,0_E,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,"'""-""'",organcmnist,dermamnist,1e-06,239,'',1,33864,0.09,0,190.65,1724654433.232,1719.8999999999999,18.2833,4.3999999999999995,2.048,50,0.04937655860349127,0.537008640967109,2.0144998878240585,0.045714285714285714,0.5436083685675308,2.040898084640503
