Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,epochs,file,letter,listeners,lr,manual,max_epoch,max_time,model,momentum,params,source_flag,target_flag,wd,workload,workload_listener,SMI - GPU Util,SMI - Mem Used,SMI - Mem Util,SMI - Performance State,SMI - Power Draw,SMI - Timestamp,TOP - CPU Utilization,TOP - Memory Utilization,TOP - Swap Memory GB,stopped_at,test_acc,test_auc,test_loss,val_acc,val_auc,val_loss
2024-08-21 14:46:54,38.2min,fc9dec67ff9e4181bd4158ed6190e0fc,(125 3_B) bedecked-auk-284,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,3_B,smi+top,0.1,False,5,172800,fine-tuning.py,0.0,"'""-""'",organcmnist,organsmnist,1e-05,125,'',0.89,8997,0.07,0,51.31,1724246700.635,148.1,0.5,331.576,180,0.6125523960575507,0.9479969845521125,0.9948204960141863,0.7272727272727273,0.975762800390931,0.9607979655265808
2024-08-21 14:46:49,31.6min,aa759353ad7f446ba96227b67e869aad,(125 3_A) popular-gull-944,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,3_A,smi+top,0.1,False,5,172800,fine-tuning.py,0.0,"'""-""'",tissuemnist,organsmnist,0.0,125,'',0.74,17989,0.09,0,131.73,1724246299.959,106,0.7,333.88,137,0.6403081454627846,0.9534233740182233,0.9446639486721584,0.7381818181818182,0.9834903281116968,0.7807662189006805
2024-08-21 14:46:44,31.8min,4515450f700b4b1482ee53a4a9db14d3,(125 2_B) kindly-snail-784,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,2_B,smi+top,0.1,False,5,172800,fine-tuning.py,0.0,"'""-""'",tissuemnist,organsmnist,0.001,125,'',1,17991,0.09,0,126.45,1724246309.917,134.9,0.8999999999999999,333.88,137,0.6403081454627846,0.9534233740182233,0.9446639486721584,0.7381818181818182,0.9834903281116968,0.7807662189006805
2024-08-21 14:46:39,32.4min,def6789b69bd4ddbb53c2ca6db47543c,(125 2_A) unleashed-cod-376,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,2_A,smi+top,0.1,False,5,172800,fine-tuning.py,0.9,"'""-""'",tissuemnist,organsmnist,0.0001,125,'',0.65,9001,0.08,0,46.45,1724246340.083,143.8,0.6,333.368,140,0.6403081454627846,0.9534233740182233,0.9446639486721584,0.7381818181818182,0.9834903281116968,0.7807662189006805
2024-08-21 14:46:34,32.3min,c7dc6598682e406597f191ff5c5d3837,(125 1_B) invincible-hawk-312,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,1_B,smi+top,1.0,False,5,172800,fine-tuning.py,0.0,"'""-""'",tissuemnist,organsmnist,0.0,125,'',0.77,8997,0.09,0,121.61,1724246330.053,134,0.2,333.368,145,0.5693893735130848,0.9359366987782363,1.1007077881268093,0.5854545454545454,0.9626217580055517,0.9642424285411835
2024-08-21 14:46:29,32.2min,c1cb518e8bc3431891438f0d136b2b21,(125 1_A) fun-shark-892,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,1_A,smi+top,1.0,False,5,172800,fine-tuning.py,0.0,"'""-""'",tissuemnist,organsmnist,1e-06,125,'',0.93,17989,0.07,0,123.63,1724246320.964,146.2,0.7,333.368,145,0.5693893735130848,0.9359366987782363,1.1007077881268093,0.5854545454545454,0.9626217580055517,0.9642424285411835
2024-08-21 14:46:24,43.8min,b1631816dff547dc9efd294e81350ff1,(125 0_B) agreeable-panda-262,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,0_B,smi+top,1.0,False,5,172800,fine-tuning.py,0.0,"'""-""'",tissuemnist,organsmnist,1e-05,125,'',0.96,8997,0.08,0,102.51,1724247004.342,147.5,0.2,331.064,199,0.6326045088931687,0.9539087116399062,0.9702358313969204,0.72,0.9834700632967823,0.7804971039295197
2024-08-21 14:46:17,41.4min,d818c59ba64a4a73a75bedfb11b79a88,(125 0_A) vaunted-rook-790,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,0_A,smi+top,1.0,False,5,172800,fine-tuning.py,0.9,"'""-""'",tissuemnist,organsmnist,0.0,125,'',1,17991,0.11,0,121.68,1724246861.515,160.8,0.4,331.32,179,0.6326045088931687,0.9539087116399062,0.9702358313969204,0.72,0.9834700632967823,0.7804971039295197
2024-08-21 14:00:43,42.3min,8a69440bc8dc4e1984578502ca07abe9,(124 3_B) respected-snake-146,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,3_B,smi+top,1.0,False,5,172800,fine-tuning.py,0.9,"'""-""'",tissuemnist,organsmnist,1e-06,124,'',1,17995,0.08,0,140.9,1724244179.067,150.7,0.7999999999999999,357.176,180,0.5803783845020959,0.9418189536311263,1.0544878602027894,0.68,0.9652229802176282,1.0725983679294586
2024-08-21 14:00:34,45.3min,d963a871db194670a93c0962b96b9114,(124 3_A) enthused-crab-744,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,3_A,smi+top,1.0,False,5,172800,fine-tuning.py,0.9,"'""-""'",tissuemnist,organsmnist,1e-05,124,'',0.94,9001,0.08,0,123.36,1724244347.113,137.3,0.1,356.664,199,0.5803783845020959,0.9418189536311263,1.0544878602027894,0.68,0.9652229802176282,1.0725983679294586
2024-08-21 14:00:10,43.2min,2fc27420fae445b991028ba681de51fb,(124 2_B) salty-wasp-336,PROJECT,/home/doju/medmnist_organs,doju,FINISHED,256,200,fine-tuning.py,2_B,smi+top,0.1,False,5,172800,fine-tuning.py,0.0,"'""-""'",chestmnist,organsmnist,0.0001,124,'',0.91,17991,0.07,0,47.24,1724244197.991,139.4,0.7,357.176,180,0.6131188399229637,0.9458442363318862,1.0104338816234044,0.7127272727272728,0.9823066849850369,0.8304371535778046
