Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,epochs,file,letter,listeners,lr,manual,max_epoch,max_time,model,momentum,params,source_flag,target_flag,wd,workload,workload_listener,SMI - GPU Util,SMI - Mem Used,SMI - Mem Util,SMI - Performance State,SMI - Power Draw,SMI - Timestamp,TOP - CPU Utilization,TOP - Memory Utilization,TOP - Swap Memory GB,stopped_at,test_acc,test_auc,test_loss,val_acc,val_auc,val_loss
2024-07-31 20:54:51,11.5min,16aa6f67235a43aca8ca7d43e337cb70,(120 3_C) gentle-pug-682,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,3_C,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',pneumoniamnist,tissuemnist,0.0,120,'',1,16151,0.14,0,169.56,1722452779.694,112,1.5000000000000002,168.168,50,0.05205160744500846,0.5486471040184032,2.2194641100393757,0.09,0.5460496933626031,2.2182092666625977
2024-07-31 20:54:45,14.0min,25ee865249d14d37b2f56352de426652,(120 3_B) vaunted-trout-431,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,3_B,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',organsmnist,tissuemnist,0.0,120,'',0,5387,0,0,56.49,1722452924.06,143.7,1.6000000000000003,168.168,74,0.3157783417935702,0.5633320944691425,1.879948915339805,0.27,0.6084616043001178,1.8964757919311523
2024-07-31 20:54:39,11.8min,9828c8870caa44a48ed48a753ce1de2d,(120 3_A) rogue-koi-796,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,3_A,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',organcmnist,tissuemnist,0.0,120,'',0.61,10767,0.06,0,86.28,1722452784.65,129.8,1.3,168.168,50,0.32047377326565146,0.5615994906742909,2.0085272270279964,0.275,0.5329130427922053,2.0870827436447144
2024-07-31 20:54:32,15.2min,28d00939dfa24791b13de970a5555cf1,(120 2_D) resilient-cat-941,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,2_D,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',organamnist,tissuemnist,0.0,120,'',1,10771,0.1,0,169.77,1722452984.791,138.3,0.7,168.168,57,0.26867597292724194,0.5037855048867883,1.967380240479031,0.225,0.5281886063203092,1.9889296293258667
2024-07-31 20:54:27,14.9min,5a21db2003ed439a96d53e1a02892a73,(120 2_C) orderly-perch-518,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,2_C,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',chestmnist,tissuemnist,0.0,120,'',1,16155,0.08,0,161.88,1722452958.551,131.5,0.7999999999999999,168.168,51,0.1123730964467005,0.5509857698232787,2.196398771775735,0.095,0.5715655443348611,2.228248119354248
2024-07-31 20:54:22,15.5min,71c50162fed34db1bf589e5e3bf6f80d,(120 2_B) judicious-toad-233,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,2_B,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',bloodmnist,tissuemnist,0.0,120,'',0,5387,0,0,58.47,1722452988.793,128.5,0.6,168.168,57,0.09170896785109983,0.49018471359511084,2.688708247365178,0.075,0.538331817544532,2.678628087043762
2024-07-31 20:54:17,14.4min,502f489c0b41479fac807e3f4c7e0d51,(120 2_A) lyrical-newt-643,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,2_A,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',breastmnist,tissuemnist,0.0,120,'',1,21539,0.09,0,177.46,1722452919.435,136.7,1.2,168.168,50,0.18483502538071067,0.5048035001499549,2.193261019603626,0.18,0.4885656409175356,2.2431505918502808
2024-07-31 20:54:12,16.7min,c02d70c89d6d45e4bbe826ee628c21dc,(120 1_D) dazzling-rat-876,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,1_D,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',retinamnist,tissuemnist,0.0,120,'',0.66,5387,0.08,0,194.62,1722453054.558,136.6,0.30000000000000004,168.168,69,0.22779187817258884,0.4625547457860668,2.217979146338798,0.3,0.4548387980805343,2.1432539224624634
2024-07-31 20:54:06,15.4min,49573249b4ca4581a803be4c6352c533,(120 1_C) polite-kit-504,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,1_C,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',dermamnist,tissuemnist,0.0,120,'',1,16151,0.11,0,168.34,1722452966.749,133.7,0.5,168.168,54,0.07269458544839255,0.5186085118021772,2.328673649478603,0.07,0.5302282286546575,2.311995029449463
2024-07-31 20:54:01,14.4min,dbc37475ad534126a2c1447734e9aa87,(120 1_B) smiling-hare-367,PROJECT,/home/doju/medmnist_tissue,doju,FINISHED,128,200,fine-tuning.py,1_B,smi+top,1e-05,False,5,172800,fine-tuning.py,0.0,'-',octmnist,tissuemnist,0.0,120,'',1,21535,0.12,0,171.75,1722452903.637,147.7,1.8000000000000005,168.168,50,0.10947546531302876,0.524828066377993,2.1220800032486786,0.055,0.4928961400416485,2.1473697423934937
