,source,dermamnist
0,bloodmnist,0.6574285714285714
1,breastmnist,0.6922857142857143
2,octmnist,0.6808571428571429
3,organamnist,0.6534285714285714
4,organcmnist,0.6674285714285715
5,organsmnist,0.6742857142857143
6,pathmnist,0.6711428571428572
7,pneumoniamnist,0.6819999999999999
8,retinamnist,0.6614285714285715
9,tissuemnist,0.681142857142857
