index,source,dermamnist
0,bloodmnist,0.02641647022428842
1,breastmnist,0.25570347257459725
2,octmnist,0.7058823529411792
3,organamnist,0.0
4,organcmnist,0.0
5,organsmnist,0.030218421239349903
6,pathmnist,0.06252292749636114
7,pneumoniamnist,0.02564455758710527
8,retinamnist,0.06334539710057781
9,tissuemnist,0.5527730540958894
