,source,dermamnist
0,bloodmnist,-1.0312278377702329
1,breastmnist,-1.0982245741418957
2,octmnist,-1.1040678144721883
3,organamnist,-1.100212902118927
4,organcmnist,-1.0898960143471226
5,organsmnist,-1.0873137561736141
6,pathmnist,-1.1184395583031894
7,pneumoniamnist,-1.1196318214000904
8,retinamnist,-1.0177734322106917
9,tissuemnist,-1.1103531893996
