index,source,dermamnist
0,bloodmnist,0.17296969772534296
1,breastmnist,0.17356709674788548
2,octmnist,0.38392857142857423
3,organamnist,0.015813350700566525
4,organcmnist,0.0031013672144181467
5,organsmnist,0.0
6,pathmnist,0.12479388618619056
7,pneumoniamnist,0.0
8,retinamnist,0.09749096281620226
9,tissuemnist,0.1513383965990467
