,source,dermamnist
0,bloodmnist,0.6591428571428571
1,breastmnist,0.6848571428571428
2,octmnist,0.6625714285714286
3,organamnist,0.6588571428571428
4,organcmnist,0.6777142857142857
5,organsmnist,0.6597142857142857
6,pathmnist,0.6508571428571429
7,pneumoniamnist,0.6791428571428572
8,retinamnist,0.6514285714285715
9,tissuemnist,0.6671428571428571
