,source,dermamnist
0,bloodmnist,0.5186796123751632
1,breastmnist,0.49322657271519915
2,octmnist,0.492749742282767
3,organamnist,0.4801541364782589
4,organcmnist,0.4866400317683654
5,organsmnist,0.482176699543482
6,pathmnist,0.4884488154244408
7,pneumoniamnist,0.46799011211996083
8,retinamnist,0.5349349434589966
9,tissuemnist,0.48913996601259513
