,source,dermamnist
0,bloodmnist,0.5090221734768259
1,breastmnist,0.49620973826004694
2,octmnist,0.5171296808695757
3,organamnist,0.4985779515288529
4,organcmnist,0.5026081041183865
5,organsmnist,0.502104407182074
6,pathmnist,0.4858051790882028
7,pneumoniamnist,0.4866879341246114
8,retinamnist,0.5530519503466856
9,tissuemnist,0.4938050820953084
