index,source,dermamnist
0,bloodmnist,0.1589313532352763
1,breastmnist,0.37631199770868157
2,octmnist,0.44520547945205374
3,organamnist,0.039923240463045594
4,organcmnist,0.03304644105540935
5,organsmnist,0.0
6,pathmnist,0.01880753804833753
7,pneumoniamnist,0.0
8,retinamnist,0.00968110114262681
9,tissuemnist,0.12448530745871929
