,source,dermamnist
0,bloodmnist,-1.0464601874693058
1,breastmnist,-1.1278736908190672
2,octmnist,-1.1292336596668722
3,organamnist,-1.1147098374143098
4,organcmnist,-1.1059018187747711
5,organsmnist,-1.114133107654612
6,pathmnist,-1.1498996116634874
7,pneumoniamnist,-1.146910392013529
8,retinamnist,-1.0603201394230246
9,tissuemnist,-1.1361691172007955
