,source,dermamnist
0,bloodmnist,-1.0703669939316527
1,breastmnist,-1.1549010120970817
2,octmnist,-1.1792463854811723
3,organamnist,-1.1674548051445244
4,organcmnist,-1.1512697722404577
5,organsmnist,-1.1670293052644327
6,pathmnist,-1.1940045986280439
7,pneumoniamnist,-1.192728878707875
8,retinamnist,-1.0902536892934995
9,tissuemnist,-1.1777148039564824
