,source,dermamnist
0,bloodmnist,0.630203000478047
1,breastmnist,0.5347564461436253
2,octmnist,1.261647373275089
3,organamnist,0.29771853452768404
4,organcmnist,0.2614138519328528
5,organsmnist,0.3171562845760068
6,pathmnist,0.3808694950480338
7,pneumoniamnist,0.25528114213787023
8,retinamnist,0.5692383031595657
9,tissuemnist,0.6343435288692906
