index,source,dermamnist
0,bloodmnist,0.10822817984675549
1,breastmnist,0.13149560483769718
2,octmnist,0.34453781512605014
3,organamnist,0.0
4,organcmnist,0.029288881803813543
5,organsmnist,0.006871515212864696
6,pathmnist,0.0
7,pneumoniamnist,0.009782730431593917
8,retinamnist,0.002858059259393546
9,tissuemnist,0.32295821929117113
