,source,dermamnist
0,bloodmnist,0.570668700284149
1,breastmnist,0.5021907446508252
2,octmnist,0.9009508181675976
3,organamnist,0.3293505074269858
4,organcmnist,0.29069410145792823
5,organsmnist,0.34370659709938634
6,pathmnist,0.3713184489333922
7,pneumoniamnist,0.2615925620334424
8,retinamnist,0.4875163179897284
9,tissuemnist,0.7897854496382264
