,source,dermamnist
0,bloodmnist,-1.0321275132647991
1,breastmnist,-1.1028842864987725
2,octmnist,-1.1166506531457
3,organamnist,-1.1110956122254945
4,organcmnist,-1.1010610035742552
5,organsmnist,-1.1117600082003314
6,pathmnist,-1.1265373371941314
7,pneumoniamnist,-1.1215707925364158
8,retinamnist,-1.0331664782805112
9,tissuemnist,-1.1137972798594333
