,source,dermamnist
0,bloodmnist,-1.037542335952019
1,breastmnist,-1.102655074735913
2,octmnist,-1.115500313945469
3,organamnist,-1.1084578728443804
4,organcmnist,-1.0941402911642024
5,organsmnist,-1.1088253373240433
6,pathmnist,-1.1223183804408725
7,pneumoniamnist,-1.1183718800383273
8,retinamnist,-1.0299506144389743
9,tissuemnist,-1.1072484385647199
