,source,dermamnist
0,bloodmnist,-1.0322552239604796
1,breastmnist,-1.1065568212491488
2,octmnist,-1.1184783280459056
3,organamnist,-1.1102547594615437
4,organcmnist,-1.1017948884858253
5,organsmnist,-1.1136200689820095
6,pathmnist,-1.1278349551114084
7,pneumoniamnist,-1.1238037798468299
8,retinamnist,-1.0323555938475815
9,tissuemnist,-1.115687047427914
