,source,dermamnist
0,bloodmnist,-1.0331914163485094
1,breastmnist,-1.1011749761571124
2,octmnist,-1.119070766065746
3,organamnist,-1.1106872045179232
4,organcmnist,-1.1037815054340077
5,organsmnist,-1.1133166985321992
6,pathmnist,-1.1274341535992305
7,pneumoniamnist,-1.1227866399126951
8,retinamnist,-1.0328355834880019
9,tissuemnist,-1.114504477475095
