,source,dermamnist
0,bloodmnist,-0.9783396264061143
1,breastmnist,-1.0881387905072797
2,octmnist,-1.0949336024211522
3,organamnist,-1.0792705449868634
4,organcmnist,-1.0687259327438856
5,organsmnist,-1.073723895017052
6,pathmnist,-1.0989137295415297
7,pneumoniamnist,-1.1008773873561357
8,retinamnist,-1.002458298990969
9,tissuemnist,-1.0962773825046344
