,source,dermamnist
0,bloodmnist,-1.0092917280137625
1,breastmnist,-1.086998965593277
2,octmnist,-1.0833275257313897
3,organamnist,-1.0702419874591362
4,organcmnist,-1.0791075086375255
5,organsmnist,-1.076374256249352
6,pathmnist,-1.1010384675775435
7,pneumoniamnist,-1.0908554744566397
8,retinamnist,-1.0144009663237503
9,tissuemnist,-1.09714278688121
