,source,dermamnist
0,bloodmnist,-1.0318266593520071
1,breastmnist,-1.1033997990719067
2,octmnist,-1.1183613673870134
3,organamnist,-1.110749160596496
4,organcmnist,-1.1034117249738868
5,organsmnist,-1.113287688532444
6,pathmnist,-1.1287661536378217
7,pneumoniamnist,-1.125065714657201
8,retinamnist,-1.0342261425096742
9,tissuemnist,-1.1167161012080478
