,source,dermamnist
0,bloodmnist,-1.0332811891894689
1,breastmnist,-1.1000415766961844
2,octmnist,-1.117840262757501
3,organamnist,-1.1109134030466206
4,organcmnist,-1.1031747110551942
5,organsmnist,-1.1110839290071113
6,pathmnist,-1.1286230126499133
7,pneumoniamnist,-1.124208468756006
8,retinamnist,-1.0363063692503822
9,tissuemnist,-1.115813231548554
