,source,dermamnist
0,bloodmnist,-1.0229381404682163
1,breastmnist,-1.0916339008174072
2,octmnist,-1.108305997373966
3,organamnist,-1.0950331642786917
4,organcmnist,-1.070533273802883
5,organsmnist,-1.0891760156479344
6,pathmnist,-1.114003483566345
7,pneumoniamnist,-1.10696019056576
8,retinamnist,-1.030441139894454
9,tissuemnist,-1.1045891712166784
