,source,dermamnist
0,bloodmnist,-1.001483286343925
1,breastmnist,-1.0767339863251693
2,octmnist,-1.0915072571606246
3,organamnist,-1.0808301885221219
4,organcmnist,-1.0527327680288676
5,organsmnist,-1.069192670808723
6,pathmnist,-1.096063752837638
7,pneumoniamnist,-1.1006489496726257
8,retinamnist,-1.0120920874604078
9,tissuemnist,-1.098790338747777
