,source,organamnist
0,bloodmnist,-2.16476144530247
1,breastmnist,-2.2240767991348935
2,octmnist,-2.219892179100268
3,organamnist,-0.13697413423603078
4,organcmnist,-0.9985065652057318
5,organsmnist,-1.5462335806026375
6,pathmnist,-2.1312815241168543
7,pneumoniamnist,-2.242398928088437
8,retinamnist,-1.9441510678131284
9,dermamnist,-1.9837015104204279
