,source,organamnist
0,bloodmnist,-2.1691063157617174
1,breastmnist,-2.220327240529486
2,octmnist,-2.217695706299651
3,organamnist,-0.14653104923213278
4,organcmnist,-1.0092683476586513
5,organsmnist,-1.5519395568895191
6,pathmnist,-2.139422173100084
7,pneumoniamnist,-2.241448182341812
8,retinamnist,-1.9538533218083887
9,dermamnist,-1.9902450598741066
