,source,organamnist
0,bloodmnist,-2.1696616510306863
1,breastmnist,-2.221456466469959
2,octmnist,-2.215441688159888
3,organamnist,-0.14438313490555138
4,organcmnist,-0.9998811415410841
5,organsmnist,-1.5607887885939455
6,pathmnist,-2.14081155533322
7,pneumoniamnist,-2.242026547684582
8,retinamnist,-1.961561909002159
9,dermamnist,-1.9856200177538517
