,source,organamnist
0,bloodmnist,-2.142323226782512
1,breastmnist,-2.2063091678211397
2,octmnist,-2.20276715936929
3,organamnist,-0.16834133467576948
4,organcmnist,-0.9735591616460438
5,organsmnist,-1.5369687437469222
6,pathmnist,-2.1375445071959267
7,pneumoniamnist,-2.2199556750747385
8,retinamnist,-1.9550491842722566
9,dermamnist,-1.9743434925796568
