index,source,dermamnist
0,bloodmnist,0.06649952089361967
1,breastmnist,0.3886676660271811
2,octmnist,0.6620498614958417
3,organamnist,0.0
4,organcmnist,0.0
5,organsmnist,0.03077993068298542
6,pathmnist,0.23207324822330058
7,pneumoniamnist,0.028132737261381296
8,retinamnist,0.15785253918049377
9,tissuemnist,0.26265994297729806
