index,source,dermamnist
0,bloodmnist,0.16457490266074642
1,breastmnist,0.3150466386087509
2,octmnist,0.0
3,organamnist,0.014982369743467248
4,organcmnist,0.0
5,organsmnist,0.05937334531062716
6,pathmnist,0.0955256499464479
7,pneumoniamnist,0.01772610766703536
8,retinamnist,0.105992905495741
9,tissuemnist,0.29036463360577297
