index,source,dermamnist
0,bloodmnist,0.13405724432793337
1,breastmnist,0.33262832655647445
2,octmnist,0.3919191919191945
3,organamnist,0.0
4,organcmnist,0.0
5,organsmnist,0.06273188766989868
6,pathmnist,0.28694475809175707
7,pneumoniamnist,0.035743093810577546
8,retinamnist,0.10040747723079298
9,tissuemnist,0.4339575765076596
