index,source,dermamnist
0,bloodmnist,0.10382697161909529
1,breastmnist,0.48270796119558634
2,octmnist,0.35013262599469813
3,organamnist,0.0
4,organcmnist,0.0
5,organsmnist,0.005672906566015144
6,pathmnist,0.22152445994861047
7,pneumoniamnist,0.03145457237958685
8,retinamnist,0.01668968503325536
9,tissuemnist,0.4617292293923732
