index,source,dermamnist
0,bloodmnist,0.09820335543684582
1,breastmnist,0.2511477475510938
2,octmnist,0.45544554455445296
3,organamnist,0.07196702961640003
4,organcmnist,0.0
5,organsmnist,0.010211958636824885
6,pathmnist,0.09215908225194094
7,pneumoniamnist,0.004791225082457085
8,retinamnist,0.0
9,tissuemnist,0.5516097986190625
