index,source,dermamnist
0,bloodmnist,0.11598775262821921
1,breastmnist,0.25463159842714667
2,octmnist,0.4637681159420287
3,organamnist,0.10652870362555861
4,organcmnist,0.0
5,organsmnist,0.06320079044282291
6,pathmnist,0.1681182096154572
7,pneumoniamnist,0.002468666635811486
8,retinamnist,0.125647139233171
9,tissuemnist,0.0
