index,source,dermamnist
0,bloodmnist,0.03951913180405113
1,breastmnist,0.18104311182298638
2,octmnist,0.5989010989010968
3,organamnist,0.08974134839370723
4,organcmnist,0.0
5,organsmnist,0.014999057363215874
6,pathmnist,0.0942077848966392
7,pneumoniamnist,0.014693311410391848
8,retinamnist,0.0
9,tissuemnist,0.21258302586662678
