index,source,dermamnist
0,bloodmnist,0.19430115148850743
1,breastmnist,0.41805209919417796
2,octmnist,0.011013215859040103
3,organamnist,0.0
4,organcmnist,0.0
5,organsmnist,0.023266914164835492
6,pathmnist,0.20088265840615907
7,pneumoniamnist,0.03262891575408515
8,retinamnist,0.1554246865483605
9,tissuemnist,0.5268118504527177
