,source,dermamnist
0,bloodmnist,0.5044782516240071
1,breastmnist,0.5864480220943273
2,octmnist,1.2238927449350558
3,organamnist,0.3935518304244529
4,organcmnist,0.28876491826096756
5,organsmnist,0.36539510330500563
6,pathmnist,0.5235929227730012
7,pneumoniamnist,0.3107177572645616
8,retinamnist,0.4623504722777692
9,tissuemnist,0.7899488348651755
