,source,dermamnist
0,bloodmnist,0.49783866368244273
1,breastmnist,0.6339158657687215
2,octmnist,1.13243337037515
3,organamnist,0.4187496061745759
4,organcmnist,0.27455432798879126
5,organsmnist,0.3902867226342953
6,pathmnist,0.4877416733705443
7,pneumoniamnist,0.28976118425942504
8,retinamnist,0.49511881531074625
9,tissuemnist,0.7355135364505994
